Statistics,Tu,Tv,Tw,Ta,Tb,Tc,Td,Te,Tf,Tb-c,Tb-d,Tp1,Tp2,Tp1-dp,Tp2-dp
mean,0.13174603174603172,0.3317460317460316,0.39285714285714285,0.024603174603174606,0.20000000000000004,0.26825396825396824,0.26825396825396824,0.34920634920634913,0.44047619047619047,0.06825396825396823,0.06825396825396823,0.26825396825396824,0.39285714285714296,0.14473684210526316,0.021052631578947368
median,0.13333333333333333,0.3333333333333333,0.38333333333333336,0.016666666666666666,0.2,0.26666666666666666,0.26666666666666666,0.35,0.45,0.06666666666666665,0.06666666666666665,0.26666666666666666,0.38333333333333336,0.11666666666666667,0.0
std,0.020512457116381094,0.02294735284889042,0.02935435239509037,0.01827121338606562,0.019920476822239894,0.021147480308689248,0.021147480308689248,0.025960995609200208,0.03152702232704952,0.008766159537450207,0.008766159537450207,0.021147480308689248,0.024971639242146473,0.0666782076806312,0.07547938513789107
percentile_25,0.11666666666666667,0.31666666666666665,0.38333333333333336,0.016666666666666666,0.2,0.25,0.25,0.3333333333333333,0.4166666666666667,0.06666666666666665,0.06666666666666665,0.25,0.38333333333333336,0.10833333333333334,-0.03333333333333333
percentile_75,0.13333333333333333,0.3333333333333333,0.4,0.03333333333333333,0.2,0.26666666666666666,0.26666666666666666,0.35,0.45,0.06666666666666668,0.06666666666666668,0.26666666666666666,0.4166666666666667,0.13333333333333333,0.016666666666666666
iqr,0.016666666666666663,0.016666666666666663,0.016666666666666663,0.016666666666666666,0.0,0.016666666666666663,0.016666666666666663,0.016666666666666663,0.033333333333333326,2.7755575615628914e-17,2.7755575615628914e-17,0.016666666666666663,0.033333333333333326,0.024999999999999994,0.05
skew,3.2466981644063257,2.251216164218694,1.6072727646245293,3.3135225990397914,3.3466401061362947,2.618278724279653,2.618278724279653,2.649496356186311,0.7649732121605625,0.10537767162326239,0.10537767162326239,2.618278724279653,1.008936776256232,1.7217192148082907,1.6812269747741715
kurtosis,11.085607228656464,6.233734346741187,2.466412742382272,10.84560341758633,11.699999999999967,7.827506447133501,7.827506447133501,8.020017468774586,1.5116237042605833,0.4591507659231402,0.4591507659231402,7.827506447133501,1.4269421487603138,1.3805570741887356,1.3208844139617018
mad,0.01005291005291006,0.014512471655328813,0.02063492063492063,0.011337868480725625,0.007936507936507967,0.012093726379440659,0.012093726379440659,0.015192743764172342,0.024263038548752832,0.005744520030234308,0.005744520030234308,0.012093726379440659,0.01972789115646261,0.04727608494921515,0.05300092336103415
