Statistics,Tpi,Tpp,Tsys,Tdia,Tsp,Tdp,deltaT,Tsw10,Tsw25,Tsw33,Tsw50,Tsw66,Tsw75,Tsw90,Tdw10,Tdw25,Tdw33,Tdw50,Tdw66,Tdw75,Tdw90,Tpw10,Tpw25,Tpw33,Tpw50,Tpw66,Tpw75,Tpw90,Asp,Adn,Adp,Aoff,AUCpi,AUCsys,AUCdia
mean,1.3454545454545455,1.3272727272727272,0.6151515151515151,0.635,0.3287878787878787,0.7016666666666667,0.4200000000000001,0.2863636363636363,0.24696969696969695,0.22272727272727266,0.14545454545454545,0.13939393939393932,0.09090909090909095,0.062121212121212015,0.6424242424242425,0.787878787878788,0.5166666666666667,0.4969696969696969,0.38030303030303025,0.4696969696969698,0.19393939393939402,0.9287878787878786,1.034848484848485,0.7393939393939394,0.6424242424242425,0.5196969696969695,0.5606060606060607,0.25606060606060604,0.6238347105334123,0.424475296887815,0.5496816193848785,-0.0052590150073323705,5.849193915061182,2.4892744879912088,3.359919427069974
median,1.1166666666666663,0.8500000000000001,0.45,0.43333333333333324,0.2333333333333334,0.475,0.24999999999999986,0.20000000000000018,0.16666666666666696,0.15000000000000036,0.1166666666666667,0.09999999999999964,0.08333333333333304,0.04999999999999982,0.5999999999999996,0.6166666666666671,0.4833333333333334,0.5333333333333332,0.41666666666666696,0.3999999999999999,0.10000000000000053,0.8166666666666664,0.8833333333333337,0.7166666666666668,0.6500000000000001,0.5833333333333321,0.4833333333333334,0.15000000000000036,0.697072605293059,0.5130493328040076,0.6199489697254905,-0.005037198542978332,6.111464508538856,2.575095811962677,3.022728795900842
std,0.7301961445735288,0.770093550898192,0.36600867582686153,0.42173253767445223,0.17753800405372136,0.45359367524495114,0.36353205574688424,0.17578369711846276,0.1395914279549214,0.13711911935453042,0.0643894829117449,0.1146520267417734,0.059187954498862695,0.04979295977319701,0.31593724894492997,0.4904693129277135,0.18896314642562093,0.2620642782799922,0.19119747338602885,0.638132462335029,0.21849724673770116,0.3620990230300805,0.566464070087172,0.25695111425090983,0.31489645856110404,0.20729354848461296,0.6473049305347385,0.23118848920096882,0.5073759267284109,0.5423761236291326,0.4728383754499338,0.45751908196768803,3.418354518289342,1.8096726405349508,1.8784411888908952
percentile_25,0.8583333333333331,0.8416666666666665,0.36666666666666664,0.41666666666666624,0.21666666666666679,0.45,0.20416666666666658,0.16666666666666663,0.1499999999999998,0.1333333333333333,0.11666666666666625,0.08333333333333326,0.05833333333333335,0.04166666666666613,0.5583333333333332,0.5499999999999999,0.38333333333333375,0.3833333333333331,0.28333333333333277,0.11666666666666659,0.04999999999999993,0.7249999999999996,0.7250000000000001,0.5583333333333331,0.4916666666666666,0.44999999999999973,0.18333333333333307,0.09166666666666651,0.08610425204616295,0.0015822150946417238,0.02971451783794014,-0.42329971128478455,5.055691617244097,1.7455805551815269,2.5556747110983933
percentile_75,1.6416666666666666,1.6166666666666663,0.7916666666666667,0.6708333333333335,0.35833333333333295,0.65,0.35416666666666685,0.32499999999999973,0.30000000000000027,0.2666666666666664,0.16666666666666652,0.1166666666666667,0.09166666666666656,0.04999999999999993,0.7166666666666668,0.7749999999999999,0.5916666666666666,0.5583333333333337,0.4999999999999999,0.44166666666666676,0.25,1.0500000000000003,1.05,0.8750000000000002,0.6916666666666669,0.6250000000000004,0.5583333333333337,0.30833333333333357,1.0776838885466924,0.8767817352514735,1.033610957707158,0.24970310151935365,7.379788213070097,3.5312819398600963,4.078522251135884
iqr,0.7833333333333335,0.7749999999999998,0.4250000000000001,0.25416666666666726,0.14166666666666616,0.2,0.15000000000000027,0.1583333333333331,0.15000000000000047,0.13333333333333308,0.050000000000000266,0.03333333333333344,0.033333333333333215,0.008333333333333803,0.15833333333333355,0.22499999999999998,0.20833333333333282,0.1750000000000006,0.21666666666666712,0.3250000000000002,0.20000000000000007,0.3250000000000006,0.32499999999999996,0.3166666666666671,0.2000000000000003,0.1750000000000007,0.3750000000000006,0.21666666666666706,0.9915796365005294,0.8751995201568318,1.0038964398692178,0.6730028128041382,2.324096595826,1.7857013846785694,1.5228475400374908
skew,1.314083480144075,1.4292181037358074,1.3795002668781045,1.130833337267882,1.6321067491167778,1.4619008799184068,1.441629475870203,1.5849171345816249,1.2253083434107603,1.4283341869016688,1.1533336779248313,1.8781903405642273,2.2303324720191093,2.6576377551045387,0.8482998920168575,1.6516799108453013,0.7189535684592334,1.012448367427375,-0.33337101292391735,2.48714375054477,1.947607474489607,0.7736123632689924,1.5012429395934708,0.44971122155213394,1.1845231421714764,-0.7077122969378769,2.3932663103995133,1.5375904359318002,0.027404780313332797,-0.30891312018458755,0.05309973103385838,0.6389784362059637,-0.7360206994636128,-1.0020873213177373,0.004484547911067532
kurtosis,0.856858583734124,0.8309240548990791,0.8742407207764202,-0.23564336905224703,1.75868871573247,0.43750555958027704,0.2902296331003482,1.6373761450470168,0.4591627832295928,0.9216565363818203,0.4971118788240285,2.190433999055,4.194200481303549,5.468858024691347,1.0672136582797895,1.797599595344085,0.19264717944818566,1.6440912077550225,-0.693318791766544,4.938875084988327,3.1166217270465832,0.46914626412023086,1.4944664363540907,-0.4725593129849308,1.906806332389018,-0.3575314021558955,4.661519243092231,1.648551339558625,-1.6439637709734927,-0.8873997499198043,-1.6064031041387676,-0.558884995207289,1.2827459304974385,0.8946289029481158,0.15816647649451587
mad,0.5790633608815425,0.6245179063360881,0.2950413223140496,0.32900000000000007,0.130578512396694,0.3526666666666667,0.28533333333333355,0.13112947658402202,0.11184573002754815,0.10881542699724506,0.05096418732782373,0.08264462809917356,0.03526170798898087,0.028925619834710925,0.21294765840220392,0.3520661157024793,0.14545454545454534,0.1760330578512397,0.1578512396694218,0.3589531680440773,0.1539944903581266,0.2768595041322314,0.40523415977961436,0.20358126721763084,0.19917355371900838,0.16280991735537204,0.36088154269972467,0.17630853994490345,0.47075516810592916,0.4751138181204231,0.4226479617215272,0.3677935760167136,2.329207253069949,1.331162261079844,1.4164391666911256
